IP地址,最小延迟(ms),最大延迟(ms),平均延迟(ms),丢包率(%)
2606:4700:90de:8e55:67df:75a2:e2cd:1946,219,248,228,30
2606:4700:9b0c:2316:2842:bfe:cd9a:fe7f,218,244,229,30
2606:4700:9a9f:64fa:747f:4f60:74a:20bf,216,249,230,30
2606:4700:83bf:f88f:8454:91cf:5495:f4a3,224,240,230,30
2606:4700:8de6:c7c9:3548:e6b:6091:1eac,226,239,232,30
2606:4700:3019:e037:b4e9:5cf2:213:417f,221,258,233,30
2803:f800:51:54a9:6ad2:2edc:4269:e264,219,265,233,30
2606:4700:85db:dd06:a85c:24c5:430e:529d,225,250,233,30
2606:4700:9b0d:f562:1b8:bea0:621:a4ce,225,260,234,30
2606:4700:3108:68c7:509b:3fa6:d5e0:cd48,220,260,235,30
2606:4700:8dd7:bb23:dca1:94f4:ad1b:3318,220,253,236,30
2606:4700:85d9:f526:a15b:409:4c89:e382,223,264,236,30
2606:4700:8d9f:1f77:e245:dc71:7744:13cc,217,259,236,30
2606:4700:839f:226c:13db:cda3:b342:7c0f,227,248,236,30
2606:4700:8caf:bd23:1dec:f79e:e136:2ac0,224,259,236,30
2606:4700:91bc:715d:523a:bd9a:56f3:1de7,218,263,237,30
2606:4700:8cac:907e:cb9d:ea21:705e:de77,214,261,237,30
2606:4700:85dd:a6e1:107e:9141:40eb:637c,228,259,237,30
2606:4700:8d9e:3939:c8c4:ad59:8a6f:6114,220,251,238,30
2606:4700:8ddf:3215:8b62:8223:7f88:e338,219,277,243,30
2606:4700:3039:e660:a6a3:79b7:5c7b:e23e,213,240,225,40
2606:4700:3029:76b3:6075:fba3:ac1c:2bb4,208,241,228,40
2606:4700:3025:7349:26b3:b46a:dc53:fe88,218,242,228,40
2606:4700:3017:4c51:7cc:804f:f451:354b,223,238,229,40
2606:4700:8dde:2256:e8a3:9e05:29a1:c903,216,253,230,40
2606:4700:311e:9fac:d393:b735:9450:1ae4,216,261,231,40
2606:4700:8dd3:ec40:5728:d41c:e382:5f08,230,234,232,40
2606:4700:f:b0:2049:6198:fdbb:eb4e,223,248,233,40
2606:4700:8de0:7b50:8ce0:528f:f4e9:f4f0,219,265,233,40
2606:4700:8d92:fcc0:59d7:e083:cc0e:f771,226,250,234,40
2606:4700:8de4:228b:1b00:97:66b8:6118,219,253,234,40
2606:4700:99ef:3cc2:2c79:c4a4:3648:3b15,216,249,234,40
2606:4700:85d5:a1ca:ec5:484c:9127:bda2,220,250,235,40
2606:4700:9a9d:922d:2a5a:e9aa:7687:c897,224,252,237,40
2606:4700:3028:991d:1a16:9ec4:2219:fd02,213,227,223,50
2606:4700:6:aae1:b78d:8b88:84e8:41e,215,239,223,50
2606:4700:e:feb4:83d0:5ff1:a5cb:7681,209,244,225,50
2606:4700:4407:1cc3:a697:1de9:d30b:8788,219,230,225,50
2606:4700:440a:af4:2992:3c85:28ef:98a4,215,244,228,50
2606:4700:3024:cf9:2bc6:c263:ed30:8ea5,215,243,228,50
2606:4700:8dec:bc85:b6ca:5515:79c3:a8,220,238,230,50
2606:4700:964e:6da6:e3d6:6f8c:b490:a652,220,240,230,50
2606:4700:8dd6:1ecc:901a:c026:25e1:54e7,211,255,231,50
2606:4700:51:dd09:3172:b3c2:6f01:39ea,219,260,232,50
2606:4700:8:baa2:3ae1:2b75:f2f5:bd91,218,240,234,50
2606:4700:964c:54f5:fc78:993a:f143:db7d,224,251,236,50
2606:4700:85d6:91ea:7324:2658:19da:6bfd,224,250,237,50
2606:4700:9b0f:3f69:1366:92b4:6843:2d84,218,245,237,50
